sno,district,mandal,village,temp_id,long_gis,lat_gis,RL_GIS,season,pH,E.C,TDS,CO3,HCO3,Cl,F,NO3 ,SO4,Na,K,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L,Classification.1
915,VIKARABAD,Kodangal,Kodangal,1791,77.6,17.1,569,premonsoon 2021,7.26,1147,734,0,220,170,0.69,80,18,60,3,104,39,420,1.27,C3S1,-4,P.S.
916,VIKARABAD,Kodangal,Rudraram (D),1805,77.51,17.13,573,premonsoon 2021,7.45,1192,763,0,180,180,0.16,62,28,26,1,152,34,520,0.5,C3S1,-6.8,P.S.
917,VIKARABAD,Kodangal,Rudraram (S),1800,77.51,17.13,573,premonsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,VIKARABAD,Kulkacherla,Kulkacherla,1792,77.88,17.02,572,premonsoon 2021,7.09,1494,956,0,300,210,1.77,159,20,60,2,152,58,620,1.05,C3S1,-6.4,P.S.
919,VIKARABAD,Kulkacherla,Puttaphad ,3133,77.86,16.96,,premonsoon 2021,7.65,1588,1016,0,170,370,0.99,32,19,94,5,80,88,560,1.73,C3S1,-7.8,P.S.
920,VIKARABAD,Marpalli,Marpalli,1793,77.77,17.53,620,premonsoon 2021,6.89,745,477,0,400,30,0.41,1,4,68,1,72,29,300,1.72,C2S1,2,MR
921,VIKARABAD,Marpalli,Narsapur,3134,77.83,17.57,,premonsoon 2021,8.29,879,563,0,150,200,0.35,1,29,75,4,40,49,300,1.88,C3S1,-3,P.S.
922,VIKARABAD,Mominpet,Durgam Cheruvu,3135,77.86,17.45,,premonsoon 2021,7.8,1478,946,0,320,160,0.51,159,19,88,5,96,63,500,1.71,C3S1,-3.6,P.S.
923,VIKARABAD,Mominpet,Mominpet,1794,77.89,17.52,585,premonsoon 2021,7.54,639,409,0,110,120,0.12,23,5,30,1,32,39,240,0.84,C2S1,-2.6,P.S.
924,VIKARABAD,Nawabpet,Nawabpet,1806,77.97,17.43,638,premonsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,VIKARABAD,Nawabpet,Vattinenipally(s),1795,77.98,17.45,,premonsoon 2021,6.99,952,609,0,440,40,0.61,23,8,31,1,112,44,460,0.63,C3S1,-0.4,P.S.
926,VIKARABAD,Parigi,Parigi,1796,77.88,17.18,569,premonsoon 2021,7.32,889,569,0,220,110,0.39,45,12,33,1,112,19,360,0.75,C3S1,-2.8,P.S.
927,VIKARABAD,Peddamul,Kandanelli,3136,77.65,17.29,,premonsoon 2021,8.13,864,553,0,330,40,0.95,20,13,28,2,80,39,360,0.63,C3S1,-0.6,P.S.
928,VIKARABAD,Peddamul,Peddamul,3137,77.66,17.33,,premonsoon 2021,6.84,1072,686,0,300,140,0.79,30,9,41,4,128,29,440,0.85,C3S1,-2.8,P.S.
929,VIKARABAD,Peddamul,Thattepalli,1797,77.66,17.33,484,premonsoon 2021,6.58,652,289,0,270,20,0.23,5,4,13,1,80,19,280,0.34,C2S1,-0.2,P.S.
930,VIKARABAD,Pudur,Chengamala,3138,78.03,17.26,,premonsoon 2021,7.98,912,584,0,300,60,0.28,32,14,29,3,88,34,360,0.66,C3S1,-1.2,P.S.
931,VIKARABAD,Pudur,Pedda Umintyal,1798,77.98,17.23,648,premonsoon 2021,7.27,659,422,0,200,70,0.34,9,9,23,7,80,15,260,0.62,C2S1,-1.2,P.S.
932,VIKARABAD,Pudur,Pudur,1799,77.96,17.26,674,premonsoon 2021,7.16,369,236,0,130,20,0.21,12,2,14,2,16,24,140,0.51,C2S1,-0.2,P.S.
933,VIKARABAD,Tandur,Kota Basupally,1801,77.5,17.33,455,premonsoon 2021,7.24,762,488,0,240,80,2.4,2,19,94,1.7,56,10,180,3.05,C3S1,1.2,P.S.
934,VIKARABAD,Tandur,Tandur,1802,77.59,17.25,456,premonsoon 2021,7.69,1579,1011,0,470,200,1.27,30,19,113,2,136,53,560,2.08,C3S1,-1.8,P.S.
935,VIKARABAD,Vikarabad ,Maildevarpally,3139,0,0,,premonsoon 2021,7.81,1099,703,0,350,80,1.19,73,21,53,3,96,44,420,1.13,C3S1,-1.4,P.S.
936,VIKARABAD,Vikarabad ,Vikarabad(S),1803,77.91,17.32,635,premonsoon 2021,7.83,455,291,0,190,20,0.22,20,4,19,0.2,56,15,200,0.58,C2S1,-0.2,P.S.
937,VIKARABAD,Yalal,Yalal,1804,77.64,17.2,456,premonsoon 2021,6.9,637,408,0,200,50,1.01,6,6,15,9,48,29,240,0.42,C2S1,-0.8,P.S.
938,VIKARABAD,Yalal,Bagayapalli,3140,77.69,17.22,,premonsoon 2021,7.67,1042,667,0,320,100,0.75,73,12,55,1,72,58,420,1.17,C3S1,-2,P.S.
939,VIKARABAD,Yalal,Yenkapally,3141,77.54,17.2,,premonsoon 2021,7.92,1480,947,0,580,100,2.27,46,15,212,2,48,49,320,5.15,C3S1,5.2,U.S.
940,WANAPARTHY,Amarchintha,Singampet,1807,77.78,16.35,317,premonsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
941,WANAPARTHY,Atmakuru,Atmakuru,1808,77.81,16.34,316,premonsoon 2021,7.6,1801,1153,0,430,280,1.28,7,53,206,3,48,83,460,4.18,C3S1,-0.6,P.S.
942,WANAPARTHY,Ghanpur,Ghanapur,1809,78.05,16.56,414,premonsoon 2021,7.38,2491,1594,0,390,440,1.03,171,59,277,3,80,102,620,4.83,C4S1,-4.6,P.S.
943,WANAPARTHY,Ghanpur,Kamaluddinpur,1810,78.02,16.61,389,premonsoon 2021,7.7,834,534,0,230,110,0.45,4,26,72,1,32,44,260,1.93,C3S1,-0.6,P.S.
944,WANAPARTHY,Gopalpet,Gopalpet,1811,78.13,16.38,433,premonsoon 2021,7.33,836,535,0,190,150,0.55,1,24,67,4,56,34,280,1.74,C3S1,-1.8,P.S.
945,WANAPARTHY,Gopalpet,Yedutla,1812,78.18,16.36,425,premonsoon 2021,7.27,1208,773,0,250,200,0.51,15,38,81,2,88,49,420,1.71,C3S1,-3.4,P.S.
946,WANAPARTHY,Kothakota,Kanaipally,1813,77.96,16.39,327,premonsoon 2021,7.26,2457,1572,0,350,430,1.03,216,50,273,3,80,102,620,4.76,C4S1,-5.4,P.S.
947,WANAPARTHY,Kothakota,Madnapur,1814,77.87,16.38,310,premonsoon 2021,7.79,1299,831,0,320,210,0.92,8,34,207,4,16,44,220,6.06,C3S1,2,MR
948,WANAPARTHY,Pangal,Pangal,1815,78.1,16.25,354,premonsoon 2021,7.61,846,541,0,210,140,0.55,0.1,23,70,5,56,34,280,1.82,C3S1,-1.4,P.S.
949,WANAPARTHY,Pebbair,Ayyavaripalli,1816,78.02,16.12,276,premonsoon 2021,7.38,1147,734,0,230,200,0.48,16,33,83,3,80,44,380,1.86,C3S1,-3,P.S.
950,WANAPARTHY,Wanaparthy,Peddagudem,4014,78,16.31,,premonsoon 2021,8.12,1550,992,0,330,270,1.1,8,41,191,1,16,78,360,4.37,C3S1,-0.6,P.S.
951,WANAPARTHY,Peddamandadi,Peddamandadi,1817,78.03,16.43,374,premonsoon 2021,7.07,824,527,0,230,110,0.46,4,28,73,2,56,29,260,1.97,C3S1,-0.6,P.S.
952,WANAPARTHY,Weepangandla,Sanginonipally,1818,78.16,16.14,315,premonsoon 2021,7.44,1823,1167,0,460,290,1.34,7,41,252,3,32,73,380,5.62,C3S1,1.6,MR
953,WARANGAL (R) ,Atmakur,Atmakur,1819,79.74,18.07,236,premonsoon 2021,8.19,1615,1034,0,120,520,0.25,3.02,11,325,66,24,9.72,100,14.13,C3S3,0.4,P.S.
954,WARANGAL (R) ,Chennaraopet,Chennaraopet,1820,79.87,17.88,231,premonsoon 2021,8.01,1154,739,0,140,220,2.07,63.42,54,141,2,48,38.9,280,3.66,C3S1,-2.8,P.S.
955,WARANGAL (R) ,Damera,Damera,1821,79.64,18.06,257,premonsoon 2021,7.98,873,559,0,160,180,1.13,26.17,47,38,4,64,58.34,400,0.83,C3S1,-4.8,P.S.
956,WARANGAL (R) ,Duggondi,Duggondi,1822,79.81,18.02,237,premonsoon 2021,7.93,1016,650,0,240,150,0.98,22.95,50,60,2,72,53.48,400,1.3,C3S1,-3.2,P.S.
957,WARANGAL (R) ,Geesgonda,Geesgonda,1823,79.7,17.96,256,premonsoon 2021,8.32,906,580,10,120,140,2.28,54.56,53,78,3,48,34.03,260,2.1,C3S1,-2.6,P.S.
958,WARANGAL (R) ,Geesgonda,Vanchanagiri,1824,79.69,17.95,266,premonsoon 2021,7.87,629,403,0,130,110,1.9,55.97,5,64,2,32,29.17,200,1.97,C2S1,-1.4,P.S.
959,WARANGAL (R) ,Khanapur,Khanapur,1825,79.93,17.9,232,premonsoon 2021,7.85,716,458,0,200,100,1.93,23.15,46,24,1,56,53.48,360,0.55,C2S1,-3.2,P.S.
960,WARANGAL (R) ,Nallabelli,Narakkapet,1826,79.89,18.01,244,premonsoon 2021,7.66,1082,692,0,250,140,2.31,14.49,59,133,15,40,29.17,220,3.9,C3S1,0.6,P.S.
961,WARANGAL (R) ,Narasampet,Narasampet,1827,79.89,17.92,235,premonsoon 2021,7.86,1013,648,0,250,150,2.2,40.46,44,65,2,88,48.62,420,1.38,C3S1,-3.4,P.S.
962,WARANGAL (R) ,Nekkonda,Ameenpet,1828,79.8,17.81,215,premonsoon 2021,8.33,2934,1878,10,160,750,2.26,174.14,44,497,112,48,29.17,240,13.95,C4S4,-1.4,P.S.
963,WARANGAL (R) ,Nekkonda,Nagaram,1829,79.89,17.76,211,premonsoon 2021,7.98,1397,894,0,370,200,0.54,27.58,47,44,2,120,87.52,660,0.74,C3S1,-5.8,P.S.
964,WARANGAL (R) ,Parkal,Cherlapally,1830,79.61,18.23,201,premonsoon 2021,7.85,882,564,0,220,100,0.29,48.12,50,60,3,64,38.9,320,1.46,C3S1,-2,P.S.
965,WARANGAL (R) ,Parkal,Nadikuda,1831,79.64,18.19,217,premonsoon 2021,7.66,821,525,0,110,150,0.64,79.52,31,54,2,48,43.76,300,1.36,C3S1,-3.8,P.S.
966,WARANGAL (R) ,Parkal,Parkal,1832,79.64,18.2,216,premonsoon 2021,7.62,614,393,0,170,100,0.86,1.01,46,56,1,48,29.17,240,1.57,C2S1,-1.4,P.S.
967,WARANGAL (R) ,Parvathagiri,Annaram shariff,1833,79.72,17.68,210,premonsoon 2021,8.12,847,542,0,300,50,1.09,55.97,39,45,1,64,48.62,360,1.03,C3S1,-1.2,P.S.
968,WARANGAL (R) ,Parvathagiri,Parvathagiri,1834,79.72,17.74,230,premonsoon 2021,7.99,717,459,0,140,100,1.47,34.63,44,26,2,56,38.9,300,0.65,C2S1,-3.2,P.S.
969,WARANGAL (R) ,Rayaparthy,Kondur,1835,79.61,17.71,231,premonsoon 2021,7.85,1327,849,0,410,150,0.5,10.27,50,212,17,48,24.31,220,6.21,C3S1,3.8,U.S.
970,WARANGAL (R) ,Rayaparthy,Rayaparthy,1836,79.55,17.69,250,premonsoon 2021,7.67,959,614,0,110,250,0.96,43.28,22,148,11,24,34.03,200,4.55,C3S1,-1.8,P.S.
971,WARANGAL (R) ,Sangem,Sangem,1837,79.71,17.88,250,premonsoon 2021,7.98,1003,642,0,300,100,1.14,0.93,58,132,2,32,34.03,220,3.87,C3S1,1.6,MR
972,WARANGAL (R) ,Sangem,Theegarajupally,1838,79.71,17.83,258,premonsoon 2021,7.66,817,523,0,250,80,0.52,31.61,47,35,2,72,43.76,360,0.8,C3S1,-2.2,P.S.
973,WARANGAL (R) ,Shayampet,Pathipaka(Abendent),1840,79.76,18.12,217,premonsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
974,WARANGAL (R) ,Wardhannapet,Wardhannapet,1839,79.58,17.77,245,premonsoon 2021,7.85,1207,772,0,300,170,1.4,33.22,39,169,1,40,38.9,260,4.56,C3S1,0.8,P.S.
975,WARANGAL (U),Bheemadevarapallly,Gatla Narsingapur,1841,79.33,18.09,320,premonsoon 2021,7.08,1299,831,0,120,320,1.2,32.01,45,88,6,112,43.76,460,1.78,C3S1,-6.8,P.S.
976,WARANGAL (U),Bheemadevarapallly,Kothapally,1842,79.39,18.08,296,premonsoon 2021,7.93,811,519,0,110,160,0.52,84.96,42,66,5,64,34.03,300,1.66,C3S1,-3.8,P.S.
977,WARANGAL (U),Bheemadevarapallly,Vangara,1843,79.35,18.13,291,premonsoon 2021,7.92,677,433,0,200,120,1.1,75.29,40,60,4,64,43.76,340,1.41,C2S1,-2.8,P.S.
978,WARANGAL (U),Dharmasagar,Dharmapuri,1844,79.46,17.89,293,premonsoon 2021,7.84,1189,761,0,120,180,1.86,180.38,19,94,19,80,29.17,320,2.28,C3S1,-4,P.S.
979,WARANGAL (U),Dharmasagar,Narayanagiri,1845,79.38,17.99,318,premonsoon 2021,7.92,638,408,0,120,170,0.31,11.48,8,34,4,64,34.03,300,0.85,C2S1,-3.6,P.S.
980,WARANGAL (U),Dharmasagar,Velair,1846,79.34,18.01,341,premonsoon 2021,7.94,2046,1309,0,200,500,0.74,47.11,34,198,19,96,77.79,560,3.64,C3S1,-7.2,P.S.
981,WARANGAL (U),Elkathurthy,Elkathurthy,1847,79.44,18.09,259,premonsoon 2021,7.98,1068,684,0,220,200,7.94,2.42,11,188,8,24,14.59,120,7.46,C3S1,2,MR
982,WARANGAL (U),Hanamkonda,Hanumkonda,1848,79.56,18,261,premonsoon 2021,7.67,286,183,0,130,50,0.62,6.84,14,17,4,40,19.45,180,0.55,C2S1,-1,P.S.
983,WARANGAL (U),Hanamkonda,Mamnoor,1849,79.6,17.91,272,premonsoon 2021,7.66,1616,1034,0,260,390,0.59,2.21,40,204,21,80,48.62,400,4.44,C3S1,-2.8,P.S.
984,WARANGAL (U),Hasanparthi,Seethampet,1850,79.52,18.08,244,premonsoon 2021,7.11,1069,684,0,350,160,0.85,2.42,14,38,5,88,72.93,520,0.72,C3S1,-3.4,P.S.
985,WARANGAL (U),Invaolu,Panthini,1851,79.61,17.85,247,premonsoon 2021,7.96,1074,687,0,150,80,3.97,33.42,46,100,9,24,14.59,120,3.97,C3S1,0.6,P.S.
986,WARANGAL (U),Invaolu,Punnelu,1852,79.59,17.87,264,premonsoon 2021,7.85,566,362,0,200,40,1.16,2.42,34,32,6,32,34.03,220,0.94,C2S1,-0.4,P.S.
987,WARANGAL (U),Kamalapur,Kamalapur,1854,79.52,18.18,233,premonsoon 2021,7.93,1366,874,0,190,250,4.41,40.26,44,204,17,32,24.31,180,6.61,C3S1,0.2,P.S.
988,WARANGAL (U),Kamalapur,Shanigaram,1853,79.6,18.18,218,premonsoon 2021,7.84,3424,2191,0,130,1140,0.65,41.67,17,633,112,80,38.9,360,14.51,C4S4,-4.6,P.S.
989,WARANGAL (U),warangal,Charbowli,1855,79.61,17.98,263,premonsoon 2021,7.92,834,534,0,140,140,1.27,31.41,22,47,6,48,38.9,280,1.22,C3S1,-2.8,P.S.
990,YADADRI,Gundala,Ambala,1140,79.25,17.49,283,premonsoon 2021,7.8,1996,1277,0,520,240,1.1,167,25,184,1,72,102,600,3.27,C3S1,-1.6,P.S.
991,YADADRI,Gundala,Peddapadishala,1142,79.34,17.47,243,premonsoon 2021,7.23,1045,669,0,250,110,0.51,129,11,23,2,96,58,480,0.45,C3S1,-4.6,P.S.
992,YADADRI,Gundala,Velmajala,1143,79.21,17.57,302,premonsoon 2021,7.31,680,435,0,260,20,0.45,23,8,22,5,72,19,260,0.6,C2S1,0.001,P.S.
993,YADADRI,Alair,Kolanpaka,1856,79.02,17.7,383,premonsoon 2021,6.92,639,409,0,240,20,0.54,46,5,58,7,48,15,180,1.89,C2S1,1.2,P.S.
994,YADADRI,Alair,Sarajipet,1857,79.12,17.62,340,premonsoon 2021,7.39,697,446,0,280,20,1.21,5,6,33,3,56,24,240,0.93,C2S1,0.8,P.S.
995,YADADRI,Atmakur,Chada,1859,79.07,17.48,314,premonsoon 2021,7.34,655,419,0,110,60,0.9,109,11,24,3,72,15,240,0.67,C2S1,-2.6,P.S.
996,YADADRI,Atmakur(m),Atmakur,3142,79.14,17.47,,premonsoon 2021,7.03,498,319,0,210,30,0.78,12,11,31,3,56,15,200,0.95,C2S1,0.2,P.S.
997,YADADRI,B.Pochampalli,B.Pochampalli,1860,78.81,17.34,378,premonsoon 2021,7.75,2481,1588,0,490,510,1.3,9,33,238,5,144,88,720,3.86,C4S1,-4.6,P.S.
998,YADADRI,Bhongiri,Bhongiri,1861,78.91,17.48,401,premonsoon 2021,7.47,731,468,0,230,50,2,73,13,52,3,56,29,260,1.39,C2S1,-0.6,P.S.
999,YADADRI,Bhongiri,Chandupatla,1862,78.98,17.5,359,premonsoon 2021,7.42,998,639,0,300,80,0.77,101,17,69,4,80,39,360,1.59,C3S1,-1.2,P.S.
1000,YADADRI,Bhongiri,Nandanam,1863,78.93,17.44,346,premonsoon 2021,7.49,2746,1757,0,630,470,4.22,31,40,406,9,56,83,480,8.07,C4S2,3,U.S.
1001,YADADRI,Bibinagar,Bibinagar,1864,78.8,17.46,423,premonsoon 2021,7.33,1063,680,0,250,130,1.53,91,44,67,2,128,24,420,1.42,C3S1,-3.4,P.S.
1002,YADADRI,Bibinagar,Yenkiryal,1865,78.77,17.4,392,premonsoon 2021,7.5,1573,1007,0,470,230,0.76,6,26,190,10,56,63,400,4.13,C3S1,1.4,MR
1003,YADADRI,Choutuppal,D.Malkapur,1866,78.8,17.26,454,premonsoon 2021,7.65,1992,1275,0,510,190,3.07,203,25,135,126,136,49,540,2.52,C3S1,-0.6,P.S.
1004,YADADRI,M.Turkapally,Ch.Laxmapur,1867,78.75,17.65,565,premonsoon 2021,7.73,799,511,0,350,30,0.99,10,12,110,1,32,24,180,3.57,C3S1,3.4,U.S.
1005,YADADRI,Mothukur,Kanchanapalli,1868,79.34,17.4,245,premonsoon 2021,7.69,611,391,0,230,30,0.36,3,11,47,3,40,19,180,1.52,C2S1,1,P.S.
1006,YADADRI,Mothukur,Mothukur,1869,79.26,17.45,268,premonsoon 2021,7.52,1321,845,0,350,190,1.33,20,16,110,5,56,63,400,2.39,C3S1,-1,P.S.
1007,YADADRI,Mothukur,Paladugu,1870,79.19,17.39,273,premonsoon 2021,8.12,1380,883,0,470,160,1.35,8,5,186,34,64,24,260,5.03,C3S1,4.2,U.S.
1008,YADADRI,Mothukur,Podichedu,1871,79.28,17.38,251,premonsoon 2021,8.21,1842,1179,0,270,330,0.45,161,33,200,70,80,44,380,4.46,C3S1,-2.2,P.S.
1009,YADADRI,Rajapet,Bondugala,1872,78.97,17.77,453,premonsoon 2021,7.84,1433,917,0,250,300,1.46,0,22,220,6,40,29,220,6.45,C3S1,0.6,P.S.
1010,YADADRI,Rajapet,Kurraram,1873,78.93,17.78,467,premonsoon 2021,7.22,1451,929,0,390,140,0.45,172,22,81,3,192,24,580,1.46,C3S1,-3.8,P.S.
1011,YADADRI,Rajapet,Raghunadapuram,1874,78.95,17.68,423,premonsoon 2021,7.63,1030,659,0,390,80,1.81,36,12,64,2,56,63,400,1.39,C3S1,-0.2,P.S.
1012,YADADRI,Rajapet,Rajapet,1875,78.93,17.73,435,premonsoon 2021,7.21,1805,1155,0,440,310,2,20,18,103,3,216,34,680,1.72,C3S1,-4.8,P.S.
1013,YADADRI,Rajapet,Somaram,1876,78.99,17.73,410,premonsoon 2021,7.09,1635,1046,0,420,190,1.12,163,19,134,3,128,53,540,2.5,C3S1,-2.4,P.S.
1014,YADADRI,Ramannapet,Ramanapet,1877,79.1,17.28,301,premonsoon 2021,7.55,2278,1458,0,530,330,1.68,142,28,133,1,104,136,820,2.02,C4S1,-5.8,P.S.
1015,YADADRI,Ramannapet,Yellanki,1878,79.03,17.29,323,premonsoon 2021,7.6,1570,1005,0,220,280,0.66,201,12,108,5,144,44,540,2.02,C3S1,-6.4,P.S.
1016,YADADRI,Ramannapet,Yennaram,1879,79.2,17.32,269,premonsoon 2021,7.82,4199,2687,0,460,990,1.68,35,61,450,7,160,156,1040,6.07,C4S2,-11.59,P.S.
1017,YADADRI,S.Narayanpur,S.Narayanpur,1880,78.86,17.14,389,premonsoon 2021,7.33,2997,1918,0,400,380,0.8,680,55,201,2,240,117,1080,2.66,C4S1,-13.6,P.S.
1018,YADADRI,Thurkapally,Gandamalla,1881,78.85,17.73,483,premonsoon 2021,7.62,1339,857,0,460,150,1.89,20,20,118,5,64,68,440,2.45,C3S1,0.4,P.S.
1019,YADADRI,Valigonda,Arror,1882,79.11,17.39,294,premonsoon 2021,7.64,2968,1900,0,160,870,1.11,4,50,239,28,232,73,880,3.51,C4S2,-14.4,P.S.
1020,YADADRI,Valigonda,T. somaram,1883,78.95,17.4,339,premonsoon 2021,7.45,756,484,0,340,30,1.55,14,10,76,3,72,15,240,2.12,C3S1,2,MR
1021,YADADRI,Valigonda,Varkatpally,1884,78.93,17.34,339,premonsoon 2021,7.68,2115,1354,0,430,410,0.53,9,34,105,12,64,156,800,1.61,C3S1,-7.39,P.S.
1022,YADADRI,Valigonda,Vemulakonda,1885,79.14,17.35,265,premonsoon 2021,7.26,6228,3986,0,420,1670,0.76,235,96,500,4,488,190,2000,4.86,OG,-31.59,P.S.
1023,YADADRI,Y.Gutta,Mallapuram,1886,78.91,17.63,439,premonsoon 2021,7.45,1804,1155,0,570,230,1.74,14,24,120,4,80,117,680,2,C3S1,-2.2,P.S.
1024,YADADRI,Y.Gutta,Motakondur,1887,79.03,17.55,342,premonsoon 2021,7.6,855,547,0,370,20,0.94,46,9,30,12,88,34,360,0.68,C3S1,0.2,P.S.
